stock_code,firm_name,year,industry_code,industry_name,manufacturing,province_std,rd_intensity,rd_tax_deduction,rd_expense_est,patent_stock,gov_subsidy_rd,rd_deduction_rate,ln_assets,roa,lev,firm_age,dual_position,post2021,post2022,post2023,manufacturing_post2021,manufacturing_post2022,province_gdp,ln_gdp_prov,province_budget_exp,province_sci_tech_exp,sci_tech_exp_ratio,ip_protection_score,invention_apply,invention_grant,patent_apply_total,patent_grant_total,tech_market_turnover
002578,闽发铝业,2023.0,C32,有色金属冶炼和压延加工业,0,,2.79,-1008066.59,4032266.36,148.0,,1.0,21.68,0.010606,0.406468,12.0,0,1,1,1,0,0,,,,,,,,,,,
002582,好想你,2023.0,C13,农副食品加工业,0,,1.65,-6004596.64,24018386.56,60.0,,1.0,22.45,-0.010057,0.270553,12.0,1,1,1,1,0,0,,,,,,,,,,,
002587,奥拓电子,2023.0,C39,计算机、通信和其他电子设备制造业,1,,12.31,-11763670.57,47054682.28,719.0,50000.0,1.0,21.42,0.005515,0.301249,12.0,0,1,1,1,1,1,,,,,,,,,,,
002588,史丹利,2023.0,C26,化学原料和化学制品制造业,1,山东省,3.5,-27213850.27,108855401.08,362.0,,1.0,23.27,0.056523,0.443562,12.0,1,1,1,1,1,1,94206.4,11.453243398808617,12581.74,322.7,2.56,90.33,96906.0,55318.0,424640.0,273523.0,4554.67
002597,金禾实业,2023.0,C14,食品制造业,1,安徽省,4.43,-35961758.67,143847034.68,286.0,,1.0,23.0,0.072507,0.264712,12.0,0,1,1,1,1,1,48227.5,10.783684676762045,8643.57,535.34,6.19,85.38,67093.0,30526.0,242322.0,142638.0,3597.57
002600,领益智造,2023.0,C39,计算机、通信和其他电子设备制造业,1,广东省,5.31,-174556549.5,698226198.0,2094.0,47404907.52,1.0,24.34,0.055053,0.507593,12.0,1,1,1,1,1,1,137905.4,11.83432322182544,18527.03,980.46,5.29,93.54,240223.0,143141.0,963732.0,703695.0,3866.78
002601,龙佰集团,2023.0,C26,化学原料和化学制品制造业,1,,3.79,-62906145.25,251624581.0,1200.0,34336900.05,1.0,24.88,0.050864,0.607869,12.0,0,1,1,1,1,1,,,,,,,,,,,
002603,以岭药业,2023.0,C27,医药制造业,1,,9.06,-64362284.79,257449139.16,848.0,59966409.29,1.0,23.56,0.079173,0.326358,12.0,1,1,1,1,1,1,,,,,,,,,,,
002605,姚记科技,2023.0,I64,互联网和相关服务,0,,5.63,-28948690.52,115794762.08,55.0,,1.0,22.28,0.125786,0.311117,12.0,1,1,1,1,0,0,,,,,,,,,,,
002614,奥佳华,2023.0,C38,电气机械和器材制造业,1,,4.34,-24337791.2,97351164.8,1516.0,8791500.0,1.0,22.81,0.014264,0.425919,12.0,1,1,1,1,1,1,,,,,,,,,,,
002615,哈尔斯,2023.0,C33,金属制品业,0,浙江省,3.97,-14292532.91,57170131.64,631.0,,1.0,21.75,0.088701,0.475726,12.0,0,1,1,1,0,0,85619.6,11.357669507882372,12353.09,787.48,6.37,91.29,117996.0,64760.0,553317.0,381835.0,4323.71
002639,雪人集团,2023.0,C34,通用设备制造业,1,,9.09,-13126157.3,52504629.2,250.0,3728263.77,1.0,22.25,-0.005147,0.462346,12.0,1,1,1,1,1,1,,,,,,,,,,,
002641,公元股份,2023.0,C29,橡胶和塑料制品业,0,,3.32,-34914018.16,139656072.64,770.0,,1.0,22.84,0.045073,0.33753,12.0,0,1,1,1,0,0,,,,,,,,,,,
002649,博彦科技,2023.0,I65,软件和信息技术服务业,0,,4.95,-37467172.45,149868689.8,31.0,,1.0,22.41,0.039548,0.25324,11.0,0,1,1,1,0,0,,,,,,,,,,,
002651,利君股份,2023.0,C35,专用设备制造业,1,,4.11,-6684649.95,26738599.8,166.0,3333333.33,1.0,21.91,0.037326,0.180911,11.0,0,1,1,1,1,1,,,,,,,,,,,
002662,峰璟股份,2023.0,C36,汽车制造业,1,北京市,5.92,-10550845.59,42203382.36,80.0,3151927.2,1.0,22.38,0.096454,0.213808,11.0,1,1,1,1,1,1,47353.7,10.765400237060808,7971.25,521.91,6.55,89.07,205179.0,107875.0,318984.0,193973.0,8536.94
002666,德联集团,2023.0,C26,化学原料和化学制品制造业,1,,2.05,-7089579.37,28358317.48,160.0,,1.0,22.38,0.007826,0.346153,11.0,1,1,1,1,1,1,,,,,,,,,,,
002686,亿利达,2023.0,C34,通用设备制造业,1,,5.93,-11290534.59,45162138.36,245.0,2584450.0,1.0,21.82,0.007835,0.420202,11.0,0,1,1,1,1,1,,,,,,,,,,,
002718,友邦吊顶,2023.0,C41,其他制造业,1,浙江省,3.59,-4324413.81,17297655.24,913.0,,1.0,21.23,0.038184,0.358777,9.0,0,1,1,1,1,1,85619.6,11.357669507882372,12353.09,787.48,6.37,91.29,117996.0,64760.0,553317.0,381835.0,4323.71
002724,海洋王,2023.0,C38,电气机械和器材制造业,1,,6.77,-17105422.09,68421688.36,2233.0,,1.0,22.09,0.002753,0.206271,9.0,0,1,1,1,1,1,,,,,,,,,,,
002729,好利科技,2023.0,C39,计算机、通信和其他电子设备制造业,1,,7.23,-2914510.21,11658040.84,81.0,1176492.0,1.0,20.18,0.031032,0.161958,9.0,1,1,1,1,1,1,,,,,,,,,,,
002745,木林森,2023.0,C38,电气机械和器材制造业,1,,2.18,-39357484.01,157429936.04,1665.0,14608147.06,1.0,23.92,0.018492,0.433741,8.0,1,1,1,1,1,1,,,,,,,,,,,
002756,永兴材料,2023.0,C31,黑色金属冶炼和压延加工业,0,,3.59,-36702535.24,146810140.96,126.0,4977514.2,1.0,23.46,0.2007718799999991,0.143848,8.0,1,1,1,1,0,0,,,,,,,,,,,
002761,浙江建投,2023.0,E48,土木工程建筑业,0,,0.81,-39974101.53,159896406.12,1718.0,5336211.67,1.0,25.52,0.004955,0.7840141999999997,8.0,0,1,1,1,0,0,,,,,,,,,,,
002768,国恩股份,2023.0,C29,橡胶和塑料制品业,0,山东省,3.34,-88636225.34,354544901.36,280.0,,1.0,23.43,0.035287,0.576172,8.0,1,1,1,1,0,0,94206.4,11.453243398808617,12581.74,322.7,2.56,90.33,96906.0,55318.0,424640.0,273523.0,4554.67
002771,真视通,2023.0,I65,软件和信息技术服务业,0,北京市,9.28,-6072113.33,24288453.32,12.0,,1.0,20.81,-0.053577,0.369354,8.0,0,1,1,1,0,0,47353.7,10.765400237060808,7971.25,521.91,6.55,89.07,205179.0,107875.0,318984.0,193973.0,8536.94
002774,快意电梯,2023.0,C34,通用设备制造业,1,广东省,4.25,-7076205.31,28304821.24,154.0,,1.0,21.5,0.066982,0.414871,6.0,0,1,1,1,1,1,137905.4,11.83432322182544,18527.03,980.46,5.29,93.54,240223.0,143141.0,963732.0,703695.0,3866.78
002790,瑞尔特,2023.0,C29,橡胶和塑料制品业,0,,4.17,-12696278.66,50785114.64,1834.0,,1.0,21.71,0.079878,0.231995,7.0,0,1,1,1,0,0,,,,,,,,,,,
002802,洪汇新材,2023.0,C26,化学原料和化学制品制造业,1,,7.28,-2355314.74,9421258.96,48.0,,1.0,20.4,0.070544,0.077136,7.0,0,1,1,1,1,1,,,,,,,,,,,
002811,郑中设计,2023.0,M74,专业技术服务业,0,广东省,6.07,-2480053.32,9920213.28,211.0,,1.0,21.68,-0.018638,0.551653,7.0,0,1,1,1,0,0,137905.4,11.83432322182544,18527.03,980.46,5.29,93.54,240223.0,143141.0,963732.0,703695.0,3866.78
002812,恩捷股份,2023.0,C29,橡胶和塑料制品业,0,云南省,6.04,-110583320.62,442333282.48,606.0,52518334.76,1.0,24.58,0.056148,0.392337,7.0,0,1,1,1,0,0,30595.8,10.328618023618196,6730.08,61.33,0.91,78.41,12493.0,5907.0,54207.0,32718.0,268.88
002815,崇达技术,2023.0,C39,计算机、通信和其他电子设备制造业,1,,5.5,-39372839.82,157491359.28,353.0,,1.0,23.2,0.035351,0.367014,7.0,1,1,1,1,1,1,,,,,,,,,,,
002823,凯中精密,2023.0,C38,电气机械和器材制造业,1,广东省,3.8,-15093059.67,60372238.68,200.0,7284731.38,1.0,22.07,0.02004,0.615032,7.0,1,1,1,1,1,1,137905.4,11.83432322182544,18527.03,980.46,5.29,93.54,240223.0,143141.0,963732.0,703695.0,3866.78
002824,和胜股份,2023.0,C36,汽车制造业,1,,5.01,-24647328.47,98589313.88,191.0,,1.0,22.01,0.039182,0.526651,6.0,1,1,1,1,1,1,,,,,,,,,,,
002831,裕同科技,2023.0,C22,造纸和纸制品业,0,,4.57,-79257585.06,317030340.24,1370.0,,1.0,23.82,0.06736,0.477533,7.0,1,1,1,1,0,0,,,,,,,,,,,
002832,比音勒芬,2023.0,C18,纺织服装、服饰业,0,,3.51,-17507315.5,70029262.0,190.0,,1.0,22.63,0.135374,0.271999,7.0,0,1,1,1,0,0,,,,,,,,,,,
002836,新宏泽,2023.0,C23,印刷和记录媒介复制业,0,,4.95,-1196595.08,4786380.32,125.0,,1.0,19.99,0.040629,0.22169,7.0,0,1,1,1,0,0,,,,,,,,,,,
002837,英维克,2023.0,C35,专用设备制造业,1,广东省,7.45,-28195995.19,112783980.76,1026.0,,1.0,22.35,0.068502,0.512491,7.0,1,1,1,1,1,1,137905.4,11.83432322182544,18527.03,980.46,5.29,93.54,240223.0,143141.0,963732.0,703695.0,3866.78
002843,泰嘉股份,2023.0,C34,通用设备制造业,1,,3.93,-14533039.52,58132158.08,174.0,3210379.73,1.0,21.72,0.043716,0.441953,6.0,1,1,1,1,1,1,,,,,,,,,,,
002845,同兴达,2023.0,C39,计算机、通信和其他电子设备制造业,1,广东省,4.04,-60897718.98,243590875.92,633.0,660524.36,1.0,22.84,0.005741,0.67437,6.0,1,1,1,1,1,1,137905.4,11.83432322182544,18527.03,980.46,5.29,93.54,240223.0,143141.0,963732.0,703695.0,3866.78
002847,盐津铺子,2023.0,C14,食品制造业,1,湖南省,1.94,-15802066.83,63208267.32,73.0,,1.0,21.78,0.178847,0.49068,6.0,1,1,1,1,1,1,50667.5,10.833039958393469,9581.12,314.12,3.28,83.4,35007.0,20133.0,109198.0,74940.0,3989.77
002850,科达利,2023.0,C33,金属制品业,0,广东省,6.06,-97928994.05,391715976.2,409.0,,1.0,23.57,0.070731,0.389677,6.0,0,1,1,1,0,0,137905.4,11.83432322182544,18527.03,980.46,5.29,93.54,240223.0,143141.0,963732.0,703695.0,3866.78
002851,麦格米特,2023.0,C38,电气机械和器材制造业,1,,11.41,-101144298.64,404577194.56,1406.0,,1.0,23.04,0.06181,0.551041,6.0,1,1,1,1,1,1,,,,,,,,,,,
002860,星帅尔,2023.0,C38,电气机械和器材制造业,1,浙江省,2.44,-10275145.86,41100583.44,240.0,,1.0,21.95,0.062734,0.49153,6.0,1,1,1,1,1,1,85619.6,11.357669507882372,12353.09,787.48,6.37,91.29,117996.0,64760.0,553317.0,381835.0,4323.71
002864,盘龙药业,2023.0,C27,医药制造业,1,,2.07,-2813850.65,11255402.6,65.0,,1.0,21.48,0.052491,0.270002,6.0,1,1,1,1,1,1,,,,,,,,,,,
002873,新天药业,2023.0,C27,医药制造业,1,贵州省,5.93,-3311938.92,13247755.68,44.0,2327600.0,1.0,21.37,0.042301,0.417653,6.0,1,1,1,1,1,1,21513.7,9.976445220486434,6203.7,80.06,1.29,80.76,11954.0,4712.0,36997.0,22149.0,482.02
002877,智能自控,2023.0,C34,通用设备制造业,1,,4.62,-8561552.74,34246210.96,226.0,,1.0,21.57,0.04493,0.497973,6.0,1,1,1,1,1,1,,,,,,,,,,,
002899,英派斯,2023.0,C24,文教、工美、体育和娱乐用品制造业,1,,4.59,-5402053.05,21608212.2,316.0,1294381.25,1.0,21.55,0.038419,0.459326,6.0,0,1,1,1,1,1,,,,,,,,,,,
002901,大博医疗,2023.0,C35,专用设备制造业,1,,18.61,-28872006.21,115488024.84,615.0,,1.0,22.26,0.018608,0.318785,6.0,0,1,1,1,1,1,,,,,,,,,,,
002906,华阳集团,2023.0,C39,计算机、通信和其他电子设备制造业,1,广东省,9.03,-123552914.78,494211659.12,976.0,11238853.48,1.0,22.97,0.049693,0.364552,6.0,1,1,1,1,1,1,137905.4,11.83432322182544,18527.03,980.46,5.29,93.54,240223.0,143141.0,963732.0,703695.0,3866.78
002908,德生科技,2023.0,I65,软件和信息技术服务业,0,,9.98,-10741814.77,42967259.08,30.0,1300000.0,1.0,21.19,0.052619,0.242441,6.0,1,1,1,1,0,0,,,,,,,,,,,
002911,佛燃能源,2023.0,D45,燃气生产和供应业,0,广东省,1.32,-8522808.63,34091234.52,387.0,,1.0,23.59,0.052847,0.578524,6.0,0,1,1,1,0,0,137905.4,11.83432322182544,18527.03,980.46,5.29,93.54,240223.0,143141.0,963732.0,703695.0,3866.78
002922,伊戈尔,2023.0,C38,电气机械和器材制造业,1,广东省,5.12,-32386473.74,129545894.96,267.0,,1.0,22.39,0.041061,0.413664,6.0,1,1,1,1,1,1,137905.4,11.83432322182544,18527.03,980.46,5.29,93.54,240223.0,143141.0,963732.0,703695.0,3866.78
002923,润都股份,2023.0,C27,医药制造业,1,,10.02,-18257306.04,73029224.16,183.0,6203914.48,1.0,21.52,0.030029,0.470701,5.0,0,1,1,1,1,1,,,,,,,,,,,
002930,宏川智慧,2023.0,G59,装卸搬运和仓储业,0,,3.46,-7546562.96,30186251.84,137.0,2192955.97,1.0,22.97,0.035988,0.683387,5.0,1,1,1,1,0,0,,,,,,,,,,,
002931,锋龙股份,2023.0,C35,专用设备制造业,1,,6.48,-4117195.23,16468780.92,197.0,,1.0,20.84,-0.006277,0.315049,5.0,1,1,1,1,1,1,,,,,,,,,,,
002935,天奥电子,2023.0,C39,计算机、通信和其他电子设备制造业,1,,6.38,-8926171.82,35704687.28,125.0,460000.0,1.0,21.67,0.033944,0.395397,5.0,0,1,1,1,1,1,,,,,,,,,,,
002937,兴瑞科技,2023.0,C39,计算机、通信和其他电子设备制造业,1,,3.65,-10403877.91,41615511.64,126.0,,1.0,21.65,0.105296,0.394815,5.0,0,1,1,1,1,1,,,,,,,,,,,
002949,华阳国际,2023.0,M74,专业技术服务业,0,广东省,4.52,-9620658.68,38482634.72,127.0,,1.0,21.91,0.058009,0.489354,4.0,0,1,1,1,0,0,137905.4,11.83432322182544,18527.03,980.46,5.29,93.54,240223.0,143141.0,963732.0,703695.0,3866.78
002952,亚世光电,2023.0,C39,计算机、通信和其他电子设备制造业,1,,4.5,-4222916.11,16891664.44,126.0,989542.74,1.0,20.85,0.018603,0.223008,4.0,1,1,1,1,1,1,,,,,,,,,,,
002959,小熊电器,2023.0,C38,电气机械和器材制造业,1,广东省,3.03,-24836630.01,99346520.04,2100.0,3451500.0,1.0,22.41,0.082674,0.491962,4.0,1,1,1,1,1,1,137905.4,11.83432322182544,18527.03,980.46,5.29,93.54,240223.0,143141.0,963732.0,703695.0,3866.78
002960,青鸟智控,2023.0,C39,计算机、通信和其他电子设备制造业,1,河北省,6.13,-47236953.94,188947815.76,544.0,5981888.68,1.0,22.86,0.083315,0.235539,4.0,0,1,1,1,1,1,45660.0,10.728977920083787,9606.21,131.04,1.36,81.61,28929.0,14213.0,149855.0,92009.0,1783.09
002962,五方光电,2023.0,C39,计算机、通信和其他电子设备制造业,1,,5.49,-8656049.29,34624197.16,164.0,,1.0,21.47,0.032192,0.134875,4.0,1,1,1,1,1,1,,,,,,,,,,,
002965,祥鑫科技,2023.0,C36,汽车制造业,1,广东省,3.63,-27286150.82,109144603.28,500.0,576500.0,1.0,22.61,0.061601,0.530558,4.0,0,1,1,1,1,1,137905.4,11.83432322182544,18527.03,980.46,5.29,93.54,240223.0,143141.0,963732.0,703695.0,3866.78
002967,广电计量,2023.0,M74,专业技术服务业,0,广东省,10.57,-42421120.15,169684480.6,550.0,,1.0,22.53,0.033963,0.395045,4.0,0,1,1,1,0,0,137905.4,11.83432322182544,18527.03,980.46,5.29,93.54,240223.0,143141.0,963732.0,703695.0,3866.78
002975,博杰股份,2023.0,C35,专用设备制造业,1,广东省,20.64,-28841539.57,115366158.28,840.0,5174889.6,1.0,21.73,-0.030292,0.380745,3.0,1,1,1,1,1,1,137905.4,11.83432322182544,18527.03,980.46,5.29,93.54,240223.0,143141.0,963732.0,703695.0,3866.78
002979,雷赛智能,2023.0,C40,仪器仪表制造业,1,广东省,14.86,-28798691.07,115194764.28,471.0,,1.0,21.56,0.060146,0.422569,3.0,1,1,1,1,1,1,137905.4,11.83432322182544,18527.03,980.46,5.29,93.54,240223.0,143141.0,963732.0,703695.0,3866.78
002983,芯瑞达,2023.0,C39,计算机、通信和其他电子设备制造业,1,安徽省,3.83,-6127913.03,24511652.12,266.0,,1.0,21.32,0.092014,0.249798,3.0,0,1,1,1,1,1,48227.5,10.783684676762045,8643.57,535.34,6.19,85.38,67093.0,30526.0,242322.0,142638.0,3597.57
002984,森麒麟,2023.0,C29,橡胶和塑料制品业,0,,2.46,-7122233.89,28488935.56,450.0,854497.38,1.0,23.47,0.087445,0.246879,3.0,0,1,1,1,0,0,,,,,,,,,,,
002986,宇新股份,2023.0,C26,化学原料和化学制品制造业,1,,3.68,-22949743.76,91798975.04,53.0,,1.0,22.58,0.069437,0.400338,3.0,0,1,1,1,1,1,,,,,,,,,,,
002987,京北方,2023.0,I65,软件和信息技术服务业,0,北京市,9.29,-61262856.43,245051425.72,30.0,1633195.0,1.0,21.85,0.113128,0.171424,3.0,1,1,1,1,0,0,47353.7,10.765400237060808,7971.25,521.91,6.55,89.07,205179.0,107875.0,318984.0,193973.0,8536.94
002988,豪美新材,2023.0,C32,有色金属冶炼和压延加工业,0,,3.06,-23308465.79,93233863.16,800.0,,1.0,22.5,0.030643,0.571478,3.0,1,1,1,1,0,0,,,,,,,,,,,
002991,甘源食品,2023.0,C13,农副食品加工业,0,江西省,1.26,-2878601.63,11514406.52,140.0,,1.0,21.46,0.15707,0.19579,3.0,1,1,1,1,0,0,32677.1,10.39442980574629,7492.88,244.15,3.26,80.94,20186.0,10375.0,92239.0,60120.0,1584.87
002992,宝明科技,2023.0,C39,计算机、通信和其他电子设备制造业,1,,6.36,-12526130.24,50104520.96,173.0,,1.0,21.64,-0.050061,0.671101,3.0,0,1,1,1,1,1,,,,,,,,,,,
003003,天元股份,2023.0,C23,印刷和记录媒介复制业,0,,4.26,-6992373.01,27969492.04,99.0,749001.04,1.0,21.22,0.028227,0.23932,3.0,1,1,1,1,0,0,,,,,,,,,,,
003005,竞业达,2023.0,I65,软件和信息技术服务业,0,,13.11,-6556722.83,26226891.32,68.0,,1.0,21.35,0.005827,0.204485,3.0,0,1,1,1,0,0,,,,,,,,,,,
003011,海象新材,2023.0,C29,橡胶和塑料制品业,0,,3.87,-9343631.71,37374526.84,37.0,,1.0,21.57,0.0195,0.393167,3.0,0,1,1,1,0,0,,,,,,,,,,,
003013,地铁设计,2023.0,M74,专业技术服务业,0,广东省,4.49,-16378167.59,65512670.36,773.0,,1.0,22.48,0.076202,0.574393,3.0,0,1,1,1,0,0,137905.4,11.83432322182544,18527.03,980.46,5.29,93.54,240223.0,143141.0,963732.0,703695.0,3866.78
003018,金富科技,2023.0,C29,橡胶和塑料制品业,0,广东省,3.05,-3033689.64,12134758.56,136.0,,1.0,21.23,0.066629,0.106929,3.0,1,1,1,1,0,0,137905.4,11.83432322182544,18527.03,980.46,5.29,93.54,240223.0,143141.0,963732.0,703695.0,3866.78
003025,思进智能,2023.0,C34,通用设备制造业,1,,6.34,-2852351.82,11409407.28,99.0,,1.0,20.97,0.07621,0.185732,3.0,1,1,1,1,1,1,,,,,,,,,,,
003027,同兴科技,2023.0,N77,生态保护和环境治理业,0,安徽省,8.01,-5672142.08,22688568.32,190.0,,1.0,21.73,0.010538,0.348363,3.0,0,1,1,1,0,0,48227.5,10.783684676762045,8643.57,535.34,6.19,85.38,67093.0,30526.0,242322.0,142638.0,3597.57
003029,吉大正元,2023.0,I65,软件和信息技术服务业,0,吉林省,34.33,-11495469.65,45981878.6,27.0,,1.0,21.35,-0.077565,0.341231,3.0,1,1,1,1,0,0,13942.7,9.542711352790555,4406.85,38.54,0.87,78.79,17576.0,7619.0,46407.0,26637.0,84.0
003035,南网能源,2023.0,M75,科技推广和应用服务业,0,广东省,0.46,-8739027.76,34956111.04,90.0,,1.0,23.63,0.019673,0.59622,2.0,0,1,1,1,0,0,137905.4,11.83432322182544,18527.03,980.46,5.29,93.54,240223.0,143141.0,963732.0,703695.0,3866.78
003036,泰坦股份,2023.0,C35,专用设备制造业,1,,2.35,-5034914.4,20139657.6,160.0,,1.0,21.81,0.04436,0.513227,2.0,1,1,1,1,1,1,,,,,,,,,,,
300005,探路者,2023.0,C18,纺织服装、服饰业,0,,4.86,-5815507.89,23262031.56,124.0,,1.0,21.69,0.016222,0.201411,14.0,0,1,1,1,0,0,,,,,,,,,,,
300007,汉威科技,2023.0,I65,软件和信息技术服务业,0,河南省,8.36,-28100033.57,112400134.28,903.0,14024223.0,1.0,22.55,0.021438,0.486469,14.0,0,1,1,1,0,0,60627.7,11.012507163330557,11052.54,470.1,4.25,84.17,30637.0,17531.0,176579.0,109957.0,1362.63
300024,机器人,2023.0,C34,通用设备制造业,1,,7.33,-27515758.65,110063034.6,703.0,,1.0,23.2,0.003827,0.623563,14.0,0,1,1,1,1,1,,,,,,,,,,,
300034,钢研高纳,2023.0,C32,有色金属冶炼和压延加工业,0,北京市,8.08,-20417504.21,81670016.84,344.0,,1.0,22.7,0.057572,0.483826,14.0,1,1,1,1,0,0,47353.7,10.765400237060808,7971.25,521.91,6.55,89.07,205179.0,107875.0,318984.0,193973.0,8536.94
300040,九洲集团,2023.0,C38,电气机械和器材制造业,1,,1.97,-5244785.41,20979141.64,95.0,,1.0,22.73,0.013563,0.601864,13.0,0,1,1,1,1,1,,,,,,,,,,,
300041,回天新材,2023.0,C26,化学原料和化学制品制造业,1,湖北省,4.61,-26453789.16,105815156.64,191.0,10350661.55,1.0,22.55,0.048096,0.534265,13.0,1,1,1,1,1,1,56794.3,10.947191247560957,9299.07,397.84,4.28,84.28,59068.0,29025.0,213714.0,135211.0,4771.17
300046,台基股份,2023.0,C39,计算机、通信和其他电子设备制造业,1,湖北省,5.43,-1362403.35,5449613.4,62.0,,1.0,20.92,0.025085,0.088264,13.0,1,1,1,1,1,1,56794.3,10.947191247560957,9299.07,397.84,4.28,84.28,59068.0,29025.0,213714.0,135211.0,4771.17
300048,合康新能,2023.0,C38,电气机械和器材制造业,1,北京市,9.89,-22216024.48,88864097.92,277.0,2903919.0,1.0,21.88,-0.07005,0.455873,13.0,1,1,1,1,1,1,47353.7,10.765400237060808,7971.25,521.91,6.55,89.07,205179.0,107875.0,318984.0,193973.0,8536.94
300055,万邦达,2023.0,C26,化学原料和化学制品制造业,1,,2.1,-4525433.95,18101735.8,120.0,,1.0,22.7,-0.025806,0.240337,13.0,1,1,1,1,1,1,,,,,,,,,,,
300056,中创环保,2023.0,C35,专用设备制造业,1,,3.89,-2665590.85,10662363.4,222.0,2609009.0,1.0,20.82,-0.183962,0.699131,13.0,0,1,1,1,1,1,,,,,,,,,,,
300057,万顺新材,2023.0,C32,有色金属冶炼和压延加工业,0,,1.7,-6662210.11,26648840.44,311.0,1735999.96,1.0,23.05,-0.005132,0.466439,13.0,1,1,1,1,0,0,,,,,,,,,,,
300066,三川智慧,2023.0,C40,仪器仪表制造业,1,,2.86,-7473479.67,29893918.68,469.0,691591.0,1.0,21.9,0.080118,0.188034,13.0,0,1,1,1,1,1,,,,,,,,,,,
300084,海默科技,2023.0,B11,开采专业及辅助性活动,0,,9.61,-4693439.5,18773758.0,329.0,3592000.0,1.0,21.45,0.016263,0.471418,13.0,1,1,1,1,0,0,,,,,,,,,,,
300099,尤洛卡,2023.0,C35,专用设备制造业,1,山东省,8.19,-8544200.15,34176800.6,391.0,,1.0,21.69,0.044451,0.116848,13.0,1,1,1,1,1,1,94206.4,11.453243398808617,12581.74,322.7,2.56,90.33,96906.0,55318.0,424640.0,273523.0,4554.67
300101,振芯科技,2023.0,I65,软件和信息技术服务业,0,,23.74,-17252221.56,69008886.24,202.0,,1.0,21.72,0.020773,0.302658,13.0,0,1,1,1,0,0,,,,,,,,,,,
300103,达刚控股,2023.0,C42,废弃资源综合利用业,0,陕西省,5.1,-2046946.19,8187784.76,288.0,853000.0,1.0,20.79,-0.124764,0.396542,13.0,0,1,1,1,0,0,33976.5,10.433424388155132,7175.08,133.68,1.86,81.71,41729.0,22020.0,117687.0,71562.0,4118.46
300124,汇川技术,2023.0,C38,电气机械和器材制造业,1,,8.63,-230059240.72,920236962.88,2852.0,,1.0,24.61,0.097545,0.489333,13.0,1,1,1,1,1,1,,,,,,,,,,,
300128,锦富技术,2023.0,C39,计算机、通信和其他电子设备制造业,1,,4.59,-7873534.35,31494137.4,437.0,,1.0,22.09,-0.055791,0.584722,13.0,1,1,1,1,1,1,,,,,,,,,,,
300130,新国都,2023.0,C35,专用设备制造业,1,广东省,7.27,-37480229.15,149920916.6,153.0,,1.0,22.42,0.137912,0.21271,13.0,1,1,1,1,1,1,137905.4,11.83432322182544,18527.03,980.46,5.29,93.54,240223.0,143141.0,963732.0,703695.0,3866.78
300132,青松股份,2023.0,C26,化学原料和化学制品制造业,1,,3.52,-8048881.43,32195525.72,134.0,6124363.78,1.0,21.59,-0.029084,0.446049,13.0,1,1,1,1,1,1,,,,,,,,,,,
300143,盈康生命,2023.0,Q84,卫生,0,山东省,3.55,-6087783.02,24351132.08,112.0,3723228.86,1.0,21.6,0.041329,0.404719,13.0,0,1,1,1,0,0,94206.4,11.453243398808617,12581.74,322.7,2.56,90.33,96906.0,55318.0,424640.0,273523.0,4554.67
300153,科泰电源,2023.0,C38,电气机械和器材制造业,1,,3.02,-4218690.84,16874763.36,230.0,2010000.0,1.0,21.24,0.018456,0.49907,13.0,0,1,1,1,1,1,,,,,,,,,,,
300154,瑞凌股份,2023.0,C34,通用设备制造业,1,广东省,3.07,-3848753.69,15395014.76,249.0,,1.0,21.61,0.037244,0.278881,13.0,1,1,1,1,1,1,137905.4,11.83432322182544,18527.03,980.46,5.29,93.54,240223.0,143141.0,963732.0,703695.0,3866.78
300160,秀强股份,2023.0,C30,非金属矿物制品业,0,,3.9,-8141159.14,32564636.56,67.0,2848050.0,1.0,21.81,0.069898,0.195111,12.0,0,1,1,1,0,0,,,,,,,,,,,
300169,天晟新材,2023.0,C29,橡胶和塑料制品业,0,,2.46,-2753489.03,11013956.12,149.0,,1.0,20.87,-0.138183,0.7840141999999997,12.0,0,1,1,1,0,0,,,,,,,,,,,
300174,元力股份,2023.0,C26,化学原料和化学制品制造业,1,福建省,3.57,-11015364.23,44061456.92,120.0,,1.0,22.1,0.070105,0.182051,12.0,1,1,1,1,1,1,54801.7,10.911476494352748,5859.39,146.92,2.51,86.0,33730.0,17858.0,171901.0,120264.0,329.0
300184,力源信息,2023.0,F51,批发业,0,湖北省,0.96,-7696559.97,30786239.88,86.0,738042.95,1.0,22.44,0.01195,0.349405,12.0,1,1,1,1,0,0,56794.3,10.947191247560957,9299.07,397.84,4.28,84.28,59068.0,29025.0,213714.0,135211.0,4771.17
300187,永清环保,2023.0,N77,生态保护和环境治理业,0,湖南省,4.74,-4210010.29,16840041.16,165.0,2807871.39,1.0,21.94,0.023701,0.692667,12.0,1,1,1,1,0,0,50667.5,10.833039958393469,9581.12,314.12,3.28,83.4,35007.0,20133.0,109198.0,74940.0,3989.77
300190,维尔利,2023.0,N77,生态保护和环境治理业,0,江苏省,3.4,-11427827.32,45711309.28,400.0,3776572.46,1.0,22.93,-0.023307,0.593089,12.0,0,1,1,1,0,0,130924.3,11.782374572560931,15242.28,761.46,5.0,91.74,191877.0,107899.0,684579.0,447006.0,3331.0
